Year,Day,Easting,Northing,LST_day,LST_night,NDVI,EVI,Easting_km,Northing_km
2001,98,426625,538600,285.32,0,0.616,0.28,426,538
2001,99,426625,538600,0,0,0.616,0.28,426,538
2001,100,426625,538600,288.56,0,0.616,0.28,426,538
2001,101,426625,538600,290.98,282,0.616,0.28,426,538
2001,102,426625,538600,0,0,0.616,0.28,426,538
2001,103,426625,538600,0,0,0.616,0.28,426,538
2001,104,426625,538600,0,280.8,0.616,0.28,426,538
2001,105,426625,538600,0,0,0.722,0.3757,426,538
2001,106,426625,538600,0,0,0.722,0.3757,426,538
2001,107,426625,538600,0,282.1,0.722,0.3757,426,538
2001,108,426625,538600,0,0,0.722,0.3757,426,538
2001,109,426625,538600,0,0,0.722,0.3757,426,538
2001,110,426625,538600,0,0,0.722,0.3757,426,538
2001,111,426625,538600,0,0,0.722,0.3757,426,538
2001,112,426625,538600,0,0,0.722,0.3757,426,538
2001,113,426625,538600,286.5,279.62,0.722,0.3757,426,538
2001,114,426625,538600,0,0,0.722,0.3757,426,538
2001,115,426625,538600,0,282.14,0.722,0.3757,426,538
2001,116,426625,538600,285.08,279.48,0.722,0.3757,426,538
2001,117,426625,538600,283.72,0,0.722,0.3757,426,538
2001,118,426625,538600,0,0,0.722,0.3757,426,538
2001,119,426625,538600,288.1,0,0.722,0.3757,426,538
2001,120,426625,538600,283.22,0,0.722,0.3757,426,538
2001,121,426625,538600,0,0,0.7062,0.4105,426,538
2001,122,426625,538600,282.94,279.64,0.7062,0.4105,426,538
2001,123,426625,538600,0,275.86,0.7062,0.4105,426,538
2001,124,426625,538600,0,276.36,0.7062,0.4105,426,538
2001,125,426625,538600,0,278.94,0.7062,0.4105,426,538
2001,126,426625,538600,282.8,276,0.7062,0.4105,426,538
2001,127,426625,538600,0,0,0.7062,0.4105,426,538
2001,128,426625,538600,275.02,0,0.7062,0.4105,426,538
2001,129,426625,538600,0,271.46,0.7062,0.4105,426,538
2001,130,426625,538600,281.42,0,0.7062,0.4105,426,538
2001,131,426625,538600,0,0,0.7062,0.4105,426,538
2001,132,426625,538600,0,0,0.7062,0.4105,426,538
2001,133,426625,538600,0,271.36,0.7062,0.4105,426,538
2001,134,426625,538600,278.16,0,0.7062,0.4105,426,538
2001,135,426625,538600,283.46,275.16,0.7062,0.4105,426,538
2001,136,426625,538600,0,0,0.7062,0.4105,426,538
2001,137,426625,538600,0,0,0.6795,0.3838,426,538
2001,138,426625,538600,0,270.48,0.6795,0.3838,426,538
2001,139,426625,538600,0,269.94,0.6795,0.3838,426,538
2001,140,426625,538600,0,279.18,0.6795,0.3838,426,538
2001,141,426625,538600,0,0,0.6795,0.3838,426,538
2001,142,426625,538600,279.44,0,0.6795,0.3838,426,538
2001,143,426625,538600,0,0,0.6795,0.3838,426,538
2001,144,426625,538600,0,0,0.6795,0.3838,426,538
2001,145,426625,538600,0,275.32,0.6795,0.3838,426,538
2001,146,426625,538600,278.08,272.9,0.6795,0.3838,426,538
2001,147,426625,538600,0,273.32,0.6795,0.3838,426,538
2001,148,426625,538600,0,0,0.6795,0.3838,426,538
2001,149,426625,538600,0,0,0.6795,0.3838,426,538
2001,150,426625,538600,0,0,0.6795,0.3838,426,538
2001,151,426625,538600,278.36,272.82,0.6795,0.3838,426,538
2001,152,426625,538600,0,271.6,0.6795,0.3838,426,538
2001,153,426625,538600,0,0,0.5374,0.2833,426,538
2001,154,426625,538600,279.02,275.72,0.5374,0.2833,426,538
2001,155,426625,538600,0,0,0.5374,0.2833,426,538
2001,156,426625,538600,0,0,0.5374,0.2833,426,538
2001,157,426625,538600,0,0,0.5374,0.2833,426,538
2001,158,426625,538600,0,0,0.5374,0.2833,426,538
2001,159,426625,538600,274.28,0,0.5374,0.2833,426,538
2001,160,426625,538600,0,271.48,0.5374,0.2833,426,538
2001,161,426625,538600,274.58,271.24,0.5374,0.2833,426,538
2001,162,426625,538600,275.42,0,0.5374,0.2833,426,538
2001,163,426625,538600,0,0,0.5374,0.2833,426,538
2001,164,426625,538600,0,0,0.5374,0.2833,426,538
2001,165,426625,538600,0,275.72,0.5374,0.2833,426,538
2001,166,426625,538600,0,0,0.5374,0.2833,426,538
2001,167,426625,538600,0,270.28,0.5374,0.2833,426,538
2001,168,426625,538600,0,274.34,0.5374,0.2833,426,538
2001,169,426625,538600,0,273.32,0.6047,0.2719,426,538
2001,170,426625,538600,0,0,0.6047,0.2719,426,538
2001,171,426625,538600,0,272.78,0.6047,0.2719,426,538
2001,172,426625,538600,256.54,0,0.6047,0.2719,426,538
2001,173,426625,538600,0,0,0.6047,0.2719,426,538
2001,174,426625,538600,0,0,0.6047,0.2719,426,538
2001,175,426625,538600,274.04,270.82,0.6047,0.2719,426,538
2001,176,426625,538600,270.64,0,0.6047,0.2719,426,538
2001,177,426625,538600,0,272.6,0.6047,0.2719,426,538
2001,178,426625,538600,276.26,269.8,0.6047,0.2719,426,538
2001,179,426625,538600,272.42,0,0.6047,0.2719,426,538
2001,180,426625,538600,0,270.02,0.6047,0.2719,426,538
2001,181,426625,538600,268.88,269.38,0.6047,0.2719,426,538
2001,0,426599,539527,0,287.64,0.7982,0.5697,426,539
2001,1,426599,539527,301.04,286.08,0.7982,0.5697,426,539
2001,2,426599,539527,296.08,283.62,0.7982,0.5697,426,539
2001,3,426599,539527,0,0,0.7982,0.5697,426,539
2001,4,426599,539527,0,0,0.7982,0.5697,426,539
2001,5,426599,539527,0,0,0.7982,0.5697,426,539
2001,6,426599,539527,0,0,0.7982,0.5697,426,539
2001,7,426599,539527,0,0,0.7982,0.5697,426,539
2001,8,426599,539527,0,0,0.7982,0.5697,426,539
2001,9,426599,539527,0,0,0.1403,0.1533,426,539
2001,10,426599,539527,0,0,0.1403,0.1533,426,539
2001,11,426599,539527,0,0,0.1403,0.1533,426,539
2001,12,426599,539527,0,0,0.1403,0.1533,426,539
2001,13,426599,539527,0,0,0.1403,0.1533,426,539
2001,14,426599,539527,0,0,0.1403,0.1533,426,539
2001,15,426599,539527,0,0,0.1403,0.1533,426,539
2001,16,426599,539527,0,280.92,0.1403,0.1533,426,539
2001,17,426599,539527,0,0,0.1403,0.1533,426,539
2001,18,426599,539527,0,0,0.1403,0.1533,426,539
2001,19,426599,539527,0,0,0.1403,0.1533,426,539
2001,20,426599,539527,0,0,0.1403,0.1533,426,539
2001,21,426599,539527,0,283.44,0.1403,0.1533,426,539
2001,22,426599,539527,0,0,0.1403,0.1533,426,539
2001,23,426599,539527,0,0,0.1403,0.1533,426,539
2001,24,426599,539527,0,286.54,0.1403,0.1533,426,539
2001,25,426599,539527,0,0,0.6836,0.4497,426,539
2001,26,426599,539527,0,0,0.6836,0.4497,426,539
2001,27,426599,539527,294.08,0,0.6836,0.4497,426,539
2001,28,426599,539527,296.58,282.84,0.6836,0.4497,426,539
2001,29,426599,539527,299.62,0,0.6836,0.4497,426,539
2001,30,426599,539527,0,0,0.6836,0.4497,426,539
2001,31,426599,539527,0,0,0.6836,0.4497,426,539
2001,32,426599,539527,0,0,0.6836,0.4497,426,539
2001,33,426599,539527,0,0,0.6836,0.4497,426,539
2001,34,426599,539527,0,0,0.6836,0.4497,426,539
2001,35,426599,539527,0,0,0.6836,0.4497,426,539
2001,36,426599,539527,0,0,0.6836,0.4497,426,539
2001,37,426599,539527,0,282.82,0.6836,0.4497,426,539
2001,38,426599,539527,292.58,283.12,0.6836,0.4497,426,539
2001,39,426599,539527,0,0,0.6836,0.4497,426,539
2001,40,426599,539527,0,0,0.6836,0.4497,426,539
2001,41,426599,539527,288.56,0,0.5625,0.4205,426,539
2001,42,426599,539527,296.22,0,0.5625,0.4205,426,539
2001,43,426599,539527,0,0,0.5625,0.4205,426,539
2001,44,426599,539527,0,283.56,0.5625,0.4205,426,539
2001,45,426599,539527,286.9,0,0.5625,0.4205,426,539
2001,46,426599,539527,0,0,0.5625,0.4205,426,539
2001,47,426599,539527,0,0,0.5625,0.4205,426,539
2001,48,426599,539527,287.94,0,0.5625,0.4205,426,539
2001,49,426599,539527,0,0,0.5625,0.4205,426,539
2001,50,426599,539527,293.8,0,0.5625,0.4205,426,539
2001,51,426599,539527,0,0,0.5625,0.4205,426,539
2001,52,426599,539527,0,0,0.5625,0.4205,426,539
2001,53,426599,539527,0,0,0.5625,0.4205,426,539
2001,54,426599,539527,295,284.54,0.5625,0.4205,426,539
2001,55,426599,539527,0,282.28,0.5625,0.4205,426,539
2001,56,426599,539527,295.58,0,0.5625,0.4205,426,539
2001,57,426599,539527,0,0,0.6067,0.3617,426,539
2001,58,426599,539527,0,282.4,0.6067,0.3617,426,539
2001,59,426599,539527,0,0,0.6067,0.3617,426,539
2001,60,426599,539527,0,0,0.6067,0.3617,426,539
2001,61,426599,539527,0,0,0.6067,0.3617,426,539
2001,62,426599,539527,0,0,0.6067,0.3617,426,539
2001,63,426599,539527,0,278.52,0.6067,0.3617,426,539
2001,64,426599,539527,0,0,0.6067,0.3617,426,539
2001,65,426599,539527,0,0,0.6067,0.3617,426,539
2001,66,426599,539527,0,285.64,0.6067,0.3617,426,539
2001,67,426599,539527,288.44,278.48,0.6067,0.3617,426,539
2001,68,426599,539527,0,282.14,0.6067,0.3617,426,539
2001,69,426599,539527,288.42,0,0.6067,0.3617,426,539
2001,70,426599,539527,0,0,0.6067,0.3617,426,539
2001,71,426599,539527,0,279.52,0.6067,0.3617,426,539
2001,72,426599,539527,0,280.32,0.6067,0.3617,426,539
2001,73,426599,539527,290.7,283.56,0.5783,0.3829,426,539
2001,74,426599,539527,0,280.12,0.5783,0.3829,426,539
2001,75,426599,539527,0,0,0.5783,0.3829,426,539
2001,76,426599,539527,0,0,0.5783,0.3829,426,539
2001,77,426599,539527,0,0,0.5783,0.3829,426,539
2001,78,426599,539527,0,0,0.5783,0.3829,426,539
2001,79,426599,539527,0,0,0.5783,0.3829,426,539
2001,80,426599,539527,0,0,0.5783,0.3829,426,539
2001,81,426599,539527,0,0,0.5783,0.3829,426,539
2001,82,426599,539527,0,0,0.5783,0.3829,426,539
2001,83,426599,539527,0,280.52,0.5783,0.3829,426,539
2001,84,426599,539527,0,0,0.5783,0.3829,426,539
2001,85,426599,539527,0,0,0.5783,0.3829,426,539
2001,86,426599,539527,0,0,0.5783,0.3829,426,539
2001,87,426599,539527,289.36,0,0.5783,0.3829,426,539
2001,88,426599,539527,0,282,0.5783,0.3829,426,539
2001,89,426599,539527,0,0,0.5893,0.3246,426,539
2001,90,426599,539527,0,279.26,0.5893,0.3246,426,539
2001,91,426599,539527,286.8,0,0.5893,0.3246,426,539
2001,92,426599,539527,290.26,0,0.5893,0.3246,426,539
2001,93,426599,539527,280.78,0,0.5893,0.3246,426,539
2001,94,426599,539527,0,0,0.5893,0.3246,426,539
2001,95,426599,539527,287.94,0,0.5893,0.3246,426,539
2001,96,426599,539527,0,0,0.5893,0.3246,426,539
2001,97,426599,539527,0,0,0.5893,0.3246,426,539
2001,98,426599,539527,284.86,0,0.5893,0.3246,426,539
2001,99,426599,539527,0,0,0.5893,0.3246,426,539
2001,100,426599,539527,289.28,0,0.5893,0.3246,426,539
2001,101,426599,539527,0,281.64,0.5893,0.3246,426,539
2001,102,426599,539527,0,0,0.5893,0.3246,426,539
2001,103,426599,539527,0,0,0.5893,0.3246,426,539
2001,104,426599,539527,0,281.42,0.5893,0.3246,426,539
2001,105,426599,539527,281.5,0,0.5847,0.2921,426,539
2001,106,426599,539527,0,0,0.5847,0.2921,426,539
2001,107,426599,539527,0,282.64,0.5847,0.2921,426,539
2001,108,426599,539527,0,0,0.5847,0.2921,426,539
2001,109,426599,539527,0,0,0.5847,0.2921,426,539
2001,110,426599,539527,0,0,0.5847,0.2921,426,539
2001,111,426599,539527,0,0,0.5847,0.2921,426,539
2001,112,426599,539527,0,0,0.5847,0.2921,426,539
2001,113,426599,539527,286.92,279.32,0.5847,0.2921,426,539
2001,114,426599,539527,0,0,0.5847,0.2921,426,539
2001,115,426599,539527,0,281.84,0.5847,0.2921,426,539
2001,116,426599,539527,283.76,279.18,0.5847,0.2921,426,539
2001,117,426599,539527,284.2,0,0.5847,0.2921,426,539
2001,118,426599,539527,0,0,0.5847,0.2921,426,539
2001,119,426599,539527,288.46,270.74,0.5847,0.2921,426,539
2001,120,426599,539527,283.36,0,0.5847,0.2921,426,539
2001,121,426599,539527,0,0,0.6263,0.3442,426,539
2001,122,426599,539527,282.94,279.68,0.6263,0.3442,426,539
2001,123,426599,539527,0,275.8,0.6263,0.3442,426,539
2001,124,426599,539527,0,276.22,0.6263,0.3442,426,539
2001,125,426599,539527,0,280.4,0.6263,0.3442,426,539
2001,126,426599,539527,283.14,276.14,0.6263,0.3442,426,539
2001,127,426599,539527,0,0,0.6263,0.3442,426,539
2001,128,426599,539527,275.08,0,0.6263,0.3442,426,539
2001,129,426599,539527,0,271.16,0.6263,0.3442,426,539
2001,130,426599,539527,281.42,0,0.6263,0.3442,426,539
2001,131,426599,539527,0,0,0.6263,0.3442,426,539
2001,132,426599,539527,0,0,0.6263,0.3442,426,539
2001,133,426599,539527,0,271.48,0.6263,0.3442,426,539
2001,134,426599,539527,277.98,0,0.6263,0.3442,426,539
2001,135,426599,539527,283.4,275.34,0.6263,0.3442,426,539
2001,136,426599,539527,0,0,0.6263,0.3442,426,539
2001,137,426599,539527,0,0,0.5408,0.2642,426,539
2001,138,426599,539527,0,270.38,0.5408,0.2642,426,539
2001,139,426599,539527,0,269.96,0.5408,0.2642,426,539
2001,140,426599,539527,0,278.92,0.5408,0.2642,426,539
2001,141,426599,539527,0,0,0.5408,0.2642,426,539
2001,142,426599,539527,279.62,0,0.5408,0.2642,426,539
2001,143,426599,539527,0,0,0.5408,0.2642,426,539
2001,144,426599,539527,0,0,0.5408,0.2642,426,539
2001,145,426599,539527,0,275.28,0.5408,0.2642,426,539
2001,146,426599,539527,278.08,272.98,0.5408,0.2642,426,539
2001,147,426599,539527,0,273.72,0.5408,0.2642,426,539
2001,148,426599,539527,0,0,0.5408,0.2642,426,539
2001,149,426599,539527,0,0,0.5408,0.2642,426,539
2001,150,426599,539527,0,0,0.5408,0.2642,426,539
2001,151,426599,539527,278.4,272.86,0.5408,0.2642,426,539
2001,152,426599,539527,0,271.54,0.5408,0.2642,426,539
2001,153,426599,539527,0,0,0.5038,0.2714,426,539
2001,154,426599,539527,277.88,275.56,0.5038,0.2714,426,539
2001,155,426599,539527,0,0,0.5038,0.2714,426,539
2001,156,426599,539527,273.38,0,0.5038,0.2714,426,539
2001,157,426599,539527,0,0,0.5038,0.2714,426,539
2001,158,426599,539527,0,0,0.5038,0.2714,426,539
2001,159,426599,539527,0,0,0.5038,0.2714,426,539
2001,160,426599,539527,0,271.8,0.5038,0.2714,426,539
2001,161,426599,539527,274.5,271.18,0.5038,0.2714,426,539
2001,162,426599,539527,275.62,0,0.5038,0.2714,426,539
2001,163,426599,539527,0,0,0.5038,0.2714,426,539
2001,164,426599,539527,0,0,0.5038,0.2714,426,539
2001,165,426599,539527,0,275.84,0.5038,0.2714,426,539
2001,166,426599,539527,0,0,0.5038,0.2714,426,539
2001,167,426599,539527,0,270.42,0.5038,0.2714,426,539
2001,168,426599,539527,0,274.32,0.5038,0.2714,426,539
2001,169,426599,539527,0,273.14,0.5429,0.2826,426,539
2001,170,426599,539527,0,0,0.5429,0.2826,426,539
2001,171,426599,539527,0,272.68,0.5429,0.2826,426,539
2001,172,426599,539527,259.14,265.46,0.5429,0.2826,426,539
2001,173,426599,539527,0,0,0.5429,0.2826,426,539
2001,174,426599,539527,0,0,0.5429,0.2826,426,539
2001,175,426599,539527,274,270.84,0.5429,0.2826,426,539
2001,176,426599,539527,270.48,0,0.5429,0.2826,426,539
2001,177,426599,539527,0,272.58,0.5429,0.2826,426,539
2001,178,426599,539527,276.32,269.84,0.5429,0.2826,426,539
2001,179,426599,539527,272.56,0,0.5429,0.2826,426,539
2001,180,426599,539527,0,270.24,0.5429,0.2826,426,539
2001,181,426599,539527,268.68,269.58,0.5429,0.2826,426,539
2001,1,427555,538605,0,287.14,0.8577,0.6921,427,538
2001,2,427555,538605,300.06,285.96,0.8577,0.6921,427,538
2001,3,427555,538605,295.22,280.62,0.8577,0.6921,427,538
2001,4,427555,538605,0,0,0.8577,0.6921,427,538
2001,5,427555,538605,0,0,0.8577,0.6921,427,538
2001,6,427555,538605,0,0,0.8577,0.6921,427,538
2001,7,427555,538605,0,0,0.8577,0.6921,427,538
2001,8,427555,538605,0,0,0.8577,0.6921,427,538
2001,9,427555,538605,0,0,0.8577,0.6921,427,538
2001,10,427555,538605,0,0,0.7234,0.5041,427,538
2001,11,427555,538605,0,0,0.7234,0.5041,427,538
2001,12,427555,538605,0,0,0.7234,0.5041,427,538
2001,13,427555,538605,0,0,0.7234,0.5041,427,538
2001,14,427555,538605,0,0,0.7234,0.5041,427,538
2001,15,427555,538605,0,0,0.7234,0.5041,427,538
2001,16,427555,538605,0,0,0.7234,0.5041,427,538
2001,17,427555,538605,0,280.84,0.7234,0.5041,427,538
2001,18,427555,538605,0,0,0.7234,0.5041,427,538
2001,19,427555,538605,0,0,0.7234,0.5041,427,538
2001,20,427555,538605,0,0,0.7234,0.5041,427,538
2001,21,427555,538605,0,0,0.7234,0.5041,427,538
2001,22,427555,538605,0,283.04,0.7234,0.5041,427,538
2001,23,427555,538605,0,0,0.7234,0.5041,427,538
2001,24,427555,538605,0,0,0.7234,0.5041,427,538
2001,25,427555,538605,297.82,286.72,0.7234,0.5041,427,538
2001,26,427555,538605,0,0,0.7539,0.5423,427,538
2001,27,427555,538605,0,286.28,0.7539,0.5423,427,538
2001,28,427555,538605,0,0,0.7539,0.5423,427,538
2001,29,427555,538605,295.42,283.22,0.7539,0.5423,427,538
2001,30,427555,538605,298.5,0,0.7539,0.5423,427,538
2001,31,427555,538605,0,0,0.7539,0.5423,427,538
2001,32,427555,538605,0,0,0.7539,0.5423,427,538
2001,33,427555,538605,0,0,0.7539,0.5423,427,538
2001,34,427555,538605,0,0,0.7539,0.5423,427,538
2001,35,427555,538605,0,0,0.7539,0.5423,427,538
2001,36,427555,538605,0,0,0.7539,0.5423,427,538
2001,37,427555,538605,0,0,0.7539,0.5423,427,538
2001,38,427555,538605,0,282.52,0.7539,0.5423,427,538
2001,39,427555,538605,293.12,282.16,0.7539,0.5423,427,538
2001,40,427555,538605,0,0,0.7539,0.5423,427,538
2001,41,427555,538605,0,0,0.7539,0.5423,427,538
2001,42,427555,538605,289.18,0,0.6978,0.5916,427,538
2001,43,427555,538605,294.9,0,0.6978,0.5916,427,538
2001,44,427555,538605,0,0,0.6978,0.5916,427,538
2001,45,427555,538605,0,283.48,0.6978,0.5916,427,538
2001,46,427555,538605,288.54,0,0.6978,0.5916,427,538
2001,47,427555,538605,0,0,0.6978,0.5916,427,538
2001,48,427555,538605,0,0,0.6978,0.5916,427,538
2001,49,427555,538605,288.44,0,0.6978,0.5916,427,538
2001,50,427555,538605,0,0,0.6978,0.5916,427,538
2001,51,427555,538605,293.8,0,0.6978,0.5916,427,538
2001,52,427555,538605,297.5,0,0.6978,0.5916,427,538
2001,53,427555,538605,0,0,0.6978,0.5916,427,538
2001,54,427555,538605,0,0,0.6978,0.5916,427,538
2001,55,427555,538605,0,284.14,0.6978,0.5916,427,538
2001,56,427555,538605,0,0,0.6978,0.5916,427,538
2001,57,427555,538605,293.62,0,0.6978,0.5916,427,538
2001,58,427555,538605,293.88,0,0.8006,0.4307,427,538
2001,59,427555,538605,0,282.18,0.8006,0.4307,427,538
2001,60,427555,538605,0,0,0.8006,0.4307,427,538
2001,61,427555,538605,0,0,0.8006,0.4307,427,538
2001,62,427555,538605,0,0,0.8006,0.4307,427,538
2001,63,427555,538605,0,0,0.8006,0.4307,427,538
2001,64,427555,538605,0,279.4,0.8006,0.4307,427,538
2001,65,427555,538605,0,0,0.8006,0.4307,427,538
2001,66,427555,538605,0,0,0.8006,0.4307,427,538
2001,67,427555,538605,0,285.44,0.8006,0.4307,427,538
2001,68,427555,538605,0,279,0.8006,0.4307,427,538
2001,69,427555,538605,0,0,0.8006,0.4307,427,538
2001,70,427555,538605,288.44,0,0.8006,0.4307,427,538
2001,71,427555,538605,0,0,0.8006,0.4307,427,538
2001,72,427555,538605,0,278.74,0.8006,0.4307,427,538
2001,73,427555,538605,0,280.44,0.8006,0.4307,427,538
2001,74,427555,538605,290.78,283.42,0.811,0.6402,427,538
2001,75,427555,538605,0,280.08,0.811,0.6402,427,538
2001,76,427555,538605,0,0,0.811,0.6402,427,538
2001,77,427555,538605,0,0,0.811,0.6402,427,538
2001,78,427555,538605,0,0,0.811,0.6402,427,538
2001,79,427555,538605,0,0,0.811,0.6402,427,538
2001,80,427555,538605,0,0,0.811,0.6402,427,538
2001,81,427555,538605,0,0,0.811,0.6402,427,538
2001,82,427555,538605,0,0,0.811,0.6402,427,538
2001,83,427555,538605,0,0,0.811,0.6402,427,538
2001,84,427555,538605,0,275.92,0.811,0.6402,427,538
2001,85,427555,538605,0,0,0.811,0.6402,427,538
2001,86,427555,538605,0,0,0.811,0.6402,427,538
2001,87,427555,538605,0,0,0.811,0.6402,427,538
2001,88,427555,538605,288.9,0,0.811,0.6402,427,538
2001,89,427555,538605,0,281.44,0.811,0.6402,427,538
2001,90,427555,538605,0,0,0.7429,0.5806,427,538
2001,91,427555,538605,0,279.6,0.7429,0.5806,427,538
2001,92,427555,538605,285.82,0,0.7429,0.5806,427,538
2001,93,427555,538605,288.58,0,0.7429,0.5806,427,538
2001,94,427555,538605,0,0,0.7429,0.5806,427,538
2001,95,427555,538605,0,0,0.7429,0.5806,427,538
2001,96,427555,538605,287.18,0,0.7429,0.5806,427,538
2001,97,427555,538605,0,0,0.7429,0.5806,427,538
2001,98,427555,538605,0,0,0.7429,0.5806,427,538
2001,99,427555,538605,285.36,0,0.7429,0.5806,427,538
2001,100,427555,538605,0,0,0.7429,0.5806,427,538
