Year,Day,Easting,Northing,LST_day,LST_night,NDVI,EVI,Easting_km,Northing_km
2001,101,427555,538605,288.78,0,0.7429,0.5806,427,538
2001,102,427555,538605,290.94,281.68,0.7429,0.5806,427,538
2001,103,427555,538605,0,0,0.7429,0.5806,427,538
2001,104,427555,538605,0,0,0.7429,0.5806,427,538
2001,105,427555,538605,0,281.02,0.7429,0.5806,427,538
2001,106,427555,538605,0,0,0.8074,0.5153,427,538
2001,107,427555,538605,0,0,0.8074,0.5153,427,538
2001,108,427555,538605,0,281.68,0.8074,0.5153,427,538
2001,109,427555,538605,0,0,0.8074,0.5153,427,538
2001,110,427555,538605,0,0,0.8074,0.5153,427,538
2001,111,427555,538605,0,0,0.8074,0.5153,427,538
2001,112,427555,538605,0,0,0.8074,0.5153,427,538
2001,113,427555,538605,0,0,0.8074,0.5153,427,538
2001,114,427555,538605,286.74,279.94,0.8074,0.5153,427,538
2001,115,427555,538605,0,0,0.8074,0.5153,427,538
2001,116,427555,538605,0,282.14,0.8074,0.5153,427,538
2001,117,427555,538605,284.88,280.06,0.8074,0.5153,427,538
2001,118,427555,538605,284.06,0,0.8074,0.5153,427,538
2001,119,427555,538605,0,0,0.8074,0.5153,427,538
2001,120,427555,538605,288.02,270.66,0.8074,0.5153,427,538
2001,121,427555,538605,283.2,0,0.8074,0.5153,427,538
2001,122,427555,538605,0,0,0.7958,0.4862,427,538
2001,123,427555,538605,283.86,279.64,0.7958,0.4862,427,538
2001,124,427555,538605,0,276.08,0.7958,0.4862,427,538
2001,125,427555,538605,0,276.4,0.7958,0.4862,427,538
2001,126,427555,538605,0,276.44,0.7958,0.4862,427,538
2001,127,427555,538605,282.96,275.96,0.7958,0.4862,427,538
2001,128,427555,538605,0,0,0.7958,0.4862,427,538
2001,129,427555,538605,274.62,0,0.7958,0.4862,427,538
2001,130,427555,538605,0,271.32,0.7958,0.4862,427,538
2001,131,427555,538605,281.44,0,0.7958,0.4862,427,538
2001,132,427555,538605,282.96,0,0.7958,0.4862,427,538
2001,133,427555,538605,0,0,0.7958,0.4862,427,538
2001,134,427555,538605,0,271.16,0.7958,0.4862,427,538
2001,135,427555,538605,277.62,0,0.7958,0.4862,427,538
2001,136,427555,538605,283.44,275.38,0.7958,0.4862,427,538
2001,137,427555,538605,0,0,0.7958,0.4862,427,538
2001,138,427555,538605,0,0,0.7124,0.4706,427,538
2001,139,427555,538605,0,270.48,0.7124,0.4706,427,538
2001,140,427555,538605,0,270.02,0.7124,0.4706,427,538
2001,141,427555,538605,0,279.26,0.7124,0.4706,427,538
2001,142,427555,538605,0,0,0.7124,0.4706,427,538
2001,143,427555,538605,279.24,0,0.7124,0.4706,427,538
2001,144,427555,538605,0,0,0.7124,0.4706,427,538
2001,145,427555,538605,0,0,0.7124,0.4706,427,538
2001,146,427555,538605,0,275.34,0.7124,0.4706,427,538
2001,147,427555,538605,278.08,273.72,0.7124,0.4706,427,538
2001,148,427555,538605,0,273.32,0.7124,0.4706,427,538
2001,149,427555,538605,0,279.42,0.7124,0.4706,427,538
2001,150,427555,538605,0,0,0.7124,0.4706,427,538
2001,151,427555,538605,0,0,0.7124,0.4706,427,538
2001,152,427555,538605,278.42,272.8,0.7124,0.4706,427,538
2001,153,427555,538605,0,0,0.7124,0.4706,427,538
2001,154,427555,538605,0,0,0.5845,0.3342,427,538
2001,155,427555,538605,0,275.78,0.5845,0.3342,427,538
2001,156,427555,538605,0,0,0.5845,0.3342,427,538
2001,157,427555,538605,272.66,0,0.5845,0.3342,427,538
2001,158,427555,538605,0,0,0.5845,0.3342,427,538
2001,159,427555,538605,0,0,0.5845,0.3342,427,538
2001,160,427555,538605,274.34,0,0.5845,0.3342,427,538
2001,161,427555,538605,0,271.86,0.5845,0.3342,427,538
2001,162,427555,538605,274.48,271.2,0.5845,0.3342,427,538
2001,163,427555,538605,275.48,0,0.5845,0.3342,427,538
2001,164,427555,538605,0,0,0.5845,0.3342,427,538
2001,165,427555,538605,0,0,0.5845,0.3342,427,538
2001,166,427555,538605,0,275.52,0.5845,0.3342,427,538
2001,167,427555,538605,0,0,0.5845,0.3342,427,538
2001,168,427555,538605,0,270.44,0.5845,0.3342,427,538
2001,169,427555,538605,0,274.34,0.5845,0.3342,427,538
2001,170,427555,538605,0,273.38,0.5982,0.314,427,538
2001,171,427555,538605,0,0,0.5982,0.314,427,538
2001,172,427555,538605,0,272.96,0.5982,0.314,427,538
2001,173,427555,538605,257.66,0,0.5982,0.314,427,538
2001,174,427555,538605,0,0,0.5982,0.314,427,538
2001,175,427555,538605,0,0,0.5982,0.314,427,538
2001,176,427555,538605,274.18,270.86,0.5982,0.314,427,538
2001,177,427555,538605,270.56,0,0.5982,0.314,427,538
2001,178,427555,538605,0,272.58,0.5982,0.314,427,538
2001,179,427555,538605,276.26,0,0.5982,0.314,427,538
2001,180,427555,538605,272.38,268.56,0.5982,0.314,427,538
2001,181,427555,538605,0,269.44,0.5982,0.314,427,538
2001,182,427555,538605,268.84,269.26,0.5982,0.314,427,538
2001,0,427528,539532,0,287.66,0.8508,0.6316,427,539
2001,1,427528,539532,299.72,286.58,0.8508,0.6316,427,539
2001,2,427528,539532,295,281.34,0.8508,0.6316,427,539
2001,3,427528,539532,0,0,0.8508,0.6316,427,539
2001,4,427528,539532,0,0,0.8508,0.6316,427,539
2001,5,427528,539532,0,0,0.8508,0.6316,427,539
2001,6,427528,539532,0,0,0.8508,0.6316,427,539
2001,7,427528,539532,0,0,0.8508,0.6316,427,539
2001,8,427528,539532,0,0,0.8508,0.6316,427,539
2001,9,427528,539532,0,0,0.8203,0.5754,427,539
2001,10,427528,539532,0,0,0.8203,0.5754,427,539
2001,11,427528,539532,0,0,0.8203,0.5754,427,539
2001,12,427528,539532,0,0,0.8203,0.5754,427,539
2001,13,427528,539532,0,0,0.8203,0.5754,427,539
2001,14,427528,539532,0,0,0.8203,0.5754,427,539
2001,15,427528,539532,0,279.18,0.8203,0.5754,427,539
2001,16,427528,539532,0,281.08,0.8203,0.5754,427,539
2001,17,427528,539532,0,0,0.8203,0.5754,427,539
2001,18,427528,539532,0,0,0.8203,0.5754,427,539
2001,19,427528,539532,0,0,0.8203,0.5754,427,539
2001,20,427528,539532,0,0,0.8203,0.5754,427,539
2001,21,427528,539532,0,283.68,0.8203,0.5754,427,539
2001,22,427528,539532,0,0,0.8203,0.5754,427,539
2001,23,427528,539532,0,0,0.8203,0.5754,427,539
2001,24,427528,539532,297.82,286.6,0.8203,0.5754,427,539
2001,25,427528,539532,0,0,0.7513,0.5002,427,539
2001,26,427528,539532,0,287.14,0.7513,0.5002,427,539
2001,27,427528,539532,297.64,0,0.7513,0.5002,427,539
2001,28,427528,539532,295.24,283.26,0.7513,0.5002,427,539
2001,29,427528,539532,298.24,0,0.7513,0.5002,427,539
2001,30,427528,539532,0,0,0.7513,0.5002,427,539
2001,31,427528,539532,0,0,0.7513,0.5002,427,539
2001,32,427528,539532,0,0,0.7513,0.5002,427,539
2001,33,427528,539532,0,0,0.7513,0.5002,427,539
2001,34,427528,539532,0,0,0.7513,0.5002,427,539
2001,35,427528,539532,0,0,0.7513,0.5002,427,539
2001,36,427528,539532,0,0,0.7513,0.5002,427,539
2001,37,427528,539532,0,282.7,0.7513,0.5002,427,539
2001,38,427528,539532,291.86,283.22,0.7513,0.5002,427,539
2001,39,427528,539532,0,0,0.7513,0.5002,427,539
2001,40,427528,539532,0,0,0.7513,0.5002,427,539
2001,41,427528,539532,288.9,0,0.583,0.435,427,539
2001,42,427528,539532,294.9,0,0.583,0.435,427,539
2001,43,427528,539532,0,0,0.583,0.435,427,539
2001,44,427528,539532,0,283.56,0.583,0.435,427,539
2001,45,427528,539532,289.22,0,0.583,0.435,427,539
2001,46,427528,539532,0,0,0.583,0.435,427,539
2001,47,427528,539532,0,0,0.583,0.435,427,539
2001,48,427528,539532,291.94,0,0.583,0.435,427,539
2001,49,427528,539532,0,284.18,0.583,0.435,427,539
2001,50,427528,539532,293.8,0,0.583,0.435,427,539
2001,51,427528,539532,297.36,0,0.583,0.435,427,539
2001,52,427528,539532,0,0,0.583,0.435,427,539
2001,53,427528,539532,0,0,0.583,0.435,427,539
2001,54,427528,539532,295,284.52,0.583,0.435,427,539
2001,55,427528,539532,0,0,0.583,0.435,427,539
2001,56,427528,539532,294.34,0,0.583,0.435,427,539
2001,57,427528,539532,293.88,0,0.5794,0.3527,427,539
2001,58,427528,539532,0,282.26,0.5794,0.3527,427,539
2001,59,427528,539532,0,0,0.5794,0.3527,427,539
2001,60,427528,539532,0,0,0.5794,0.3527,427,539
2001,61,427528,539532,0,0,0.5794,0.3527,427,539
2001,62,427528,539532,0,0,0.5794,0.3527,427,539
2001,63,427528,539532,0,278.72,0.5794,0.3527,427,539
2001,64,427528,539532,0,0,0.5794,0.3527,427,539
2001,65,427528,539532,0,0,0.5794,0.3527,427,539
2001,66,427528,539532,0,285.64,0.5794,0.3527,427,539
2001,67,427528,539532,286.74,278.46,0.5794,0.3527,427,539
2001,68,427528,539532,0,282.04,0.5794,0.3527,427,539
2001,69,427528,539532,288.44,0,0.5794,0.3527,427,539
2001,70,427528,539532,0,0,0.5794,0.3527,427,539
2001,71,427528,539532,0,278.4,0.5794,0.3527,427,539
2001,72,427528,539532,280.3,280.32,0.5794,0.3527,427,539
2001,73,427528,539532,290.74,283.48,0.6341,0.4036,427,539
2001,74,427528,539532,0,280.12,0.6341,0.4036,427,539
2001,75,427528,539532,0,0,0.6341,0.4036,427,539
2001,76,427528,539532,0,0,0.6341,0.4036,427,539
2001,77,427528,539532,0,0,0.6341,0.4036,427,539
2001,78,427528,539532,0,0,0.6341,0.4036,427,539
2001,79,427528,539532,0,0,0.6341,0.4036,427,539
2001,80,427528,539532,0,0,0.6341,0.4036,427,539
2001,81,427528,539532,0,0,0.6341,0.4036,427,539
2001,82,427528,539532,0,0,0.6341,0.4036,427,539
2001,83,427528,539532,0,280.48,0.6341,0.4036,427,539
2001,84,427528,539532,0,0,0.6341,0.4036,427,539
2001,85,427528,539532,0,0,0.6341,0.4036,427,539
2001,86,427528,539532,0,0,0.6341,0.4036,427,539
2001,87,427528,539532,288.52,0,0.6341,0.4036,427,539
2001,88,427528,539532,0,282.06,0.6341,0.4036,427,539
2001,89,427528,539532,0,0,0.6088,0.3236,427,539
2001,90,427528,539532,0,278.92,0.6088,0.3236,427,539
2001,91,427528,539532,286.4,0,0.6088,0.3236,427,539
2001,92,427528,539532,289.98,0,0.6088,0.3236,427,539
2001,93,427528,539532,0,0,0.6088,0.3236,427,539
2001,94,427528,539532,0,0,0.6088,0.3236,427,539
2001,95,427528,539532,0,0,0.6088,0.3236,427,539
2001,96,427528,539532,0,0,0.6088,0.3236,427,539
2001,97,427528,539532,0,0,0.6088,0.3236,427,539
2001,98,427528,539532,284.92,0,0.6088,0.3236,427,539
2001,99,427528,539532,0,0,0.6088,0.3236,427,539
2001,100,427528,539532,289.38,0,0.6088,0.3236,427,539
2001,101,427528,539532,0,281.9,0.6088,0.3236,427,539
2001,102,427528,539532,0,0,0.6088,0.3236,427,539
2001,103,427528,539532,0,0,0.6088,0.3236,427,539
2001,104,427528,539532,0,281.34,0.6088,0.3236,427,539
2001,105,427528,539532,0,0,0.6747,0.2932,427,539
2001,106,427528,539532,0,0,0.6747,0.2932,427,539
2001,107,427528,539532,0,282.72,0.6747,0.2932,427,539
2001,108,427528,539532,0,276.12,0.6747,0.2932,427,539
2001,109,427528,539532,0,0,0.6747,0.2932,427,539
2001,110,427528,539532,0,0,0.6747,0.2932,427,539
2001,111,427528,539532,0,0,0.6747,0.2932,427,539
2001,112,427528,539532,285.68,0,0.6747,0.2932,427,539
2001,113,427528,539532,287.1,280.04,0.6747,0.2932,427,539
2001,114,427528,539532,0,0,0.6747,0.2932,427,539
2001,115,427528,539532,0,281.86,0.6747,0.2932,427,539
2001,116,427528,539532,284.36,279.78,0.6747,0.2932,427,539
2001,117,427528,539532,284,0,0.6747,0.2932,427,539
2001,118,427528,539532,0,0,0.6747,0.2932,427,539
2001,119,427528,539532,0,0,0.6747,0.2932,427,539
2001,120,427528,539532,283.32,0,0.6747,0.2932,427,539
2001,121,427528,539532,0,0,0.5969,0.2781,427,539
2001,122,427528,539532,283.18,279.68,0.5969,0.2781,427,539
2001,123,427528,539532,0,276.34,0.5969,0.2781,427,539
2001,124,427528,539532,0,276.36,0.5969,0.2781,427,539
2001,125,427528,539532,0,280.32,0.5969,0.2781,427,539
2001,126,427528,539532,283.3,276.08,0.5969,0.2781,427,539
2001,127,427528,539532,0,0,0.5969,0.2781,427,539
2001,128,427528,539532,274.74,0,0.5969,0.2781,427,539
2001,129,427528,539532,275.68,271.46,0.5969,0.2781,427,539
2001,130,427528,539532,281.48,0,0.5969,0.2781,427,539
2001,131,427528,539532,0,0,0.5969,0.2781,427,539
2001,132,427528,539532,0,0,0.5969,0.2781,427,539
2001,133,427528,539532,0,271.46,0.5969,0.2781,427,539
2001,134,427528,539532,277.52,0,0.5969,0.2781,427,539
2001,135,427528,539532,283.4,275.64,0.5969,0.2781,427,539
2001,136,427528,539532,0,0,0.5969,0.2781,427,539
2001,137,427528,539532,0,0,0.5482,0.2556,427,539
2001,138,427528,539532,0,270.4,0.5482,0.2556,427,539
2001,139,427528,539532,0,269.96,0.5482,0.2556,427,539
2001,140,427528,539532,0,279.02,0.5482,0.2556,427,539
2001,141,427528,539532,0,0,0.5482,0.2556,427,539
2001,142,427528,539532,279.52,0,0.5482,0.2556,427,539
2001,143,427528,539532,0,0,0.5482,0.2556,427,539
2001,144,427528,539532,0,0,0.5482,0.2556,427,539
2001,145,427528,539532,0,275.58,0.5482,0.2556,427,539
2001,146,427528,539532,278.08,273.12,0.5482,0.2556,427,539
2001,147,427528,539532,0,273.46,0.5482,0.2556,427,539
2001,148,427528,539532,0,279.02,0.5482,0.2556,427,539
2001,149,427528,539532,0,0,0.5482,0.2556,427,539
2001,150,427528,539532,0,0,0.5482,0.2556,427,539
2001,151,427528,539532,278.38,273.32,0.5482,0.2556,427,539
2001,152,427528,539532,0,0,0.5482,0.2556,427,539
2001,153,427528,539532,0,0,0.5101,0.2544,427,539
2001,154,427528,539532,0,275.6,0.5101,0.2544,427,539
2001,155,427528,539532,0,0,0.5101,0.2544,427,539
2001,156,427528,539532,273.22,0,0.5101,0.2544,427,539
2001,157,427528,539532,0,0,0.5101,0.2544,427,539
2001,158,427528,539532,0,0,0.5101,0.2544,427,539
2001,159,427528,539532,274.5,0,0.5101,0.2544,427,539
2001,160,427528,539532,0,272,0.5101,0.2544,427,539
2001,161,427528,539532,274.36,271.3,0.5101,0.2544,427,539
2001,162,427528,539532,275.58,0,0.5101,0.2544,427,539
2001,163,427528,539532,0,0,0.5101,0.2544,427,539
2001,164,427528,539532,0,0,0.5101,0.2544,427,539
2001,165,427528,539532,0,275.72,0.5101,0.2544,427,539
2001,166,427528,539532,0,0,0.5101,0.2544,427,539
2001,167,427528,539532,0,270.34,0.5101,0.2544,427,539
2001,168,427528,539532,0,274.32,0.5101,0.2544,427,539
2001,169,427528,539532,0,273.2,0.5181,0.214,427,539
2001,170,427528,539532,0,0,0.5181,0.214,427,539
2001,171,427528,539532,0,273.04,0.5181,0.214,427,539
2001,172,427528,539532,261.14,0,0.5181,0.214,427,539
2001,173,427528,539532,0,0,0.5181,0.214,427,539
2001,174,427528,539532,0,0,0.5181,0.214,427,539
2001,175,427528,539532,274.12,270.76,0.5181,0.214,427,539
2001,176,427528,539532,270.32,0,0.5181,0.214,427,539
2001,177,427528,539532,0,272.56,0.5181,0.214,427,539
2001,178,427528,539532,276.32,270.02,0.5181,0.214,427,539
2001,179,427528,539532,272.48,268.7,0.5181,0.214,427,539
2001,180,427528,539532,0,270.64,0.5181,0.214,427,539
2001,181,427528,539532,269.02,269.48,0.5181,0.214,427,539
